id,match_id,replay_id,player_id,player_name,map_name,map_mode,mode_name,timestamp,duration_sec,is_ranked,team_id,won,winning_team_id,team_score,enemy_score,primary_hero,secondary_hero,kills,deaths,assists,damage,healing,kd_ratio,kda_ratio,damage_per_min,healing_per_min,rank_score,rank_tier,rank_tier_short,rank_delta,last_kills,head_kills,solo_kills,damage_blocked,damage_blocked_per_min
1,5513730_1765074019_1318548_11001_12,10858083708,VP Sypeh,VP Sypeh,Celestial Husk,Domination,Competitive,2025-12-07T02:30:35+00:00,381,1,0,1,0,2,0,Invisible Woman,,10,0,17,4548.798797607422,14847.611123085022,10.0,27.0,758.13,2474.6,5308.0,One Above All,OAA,13.0,1.0,0.0,0.0,6147.800564527512,1024.63
2,6711722_1764888815_1272257_11001_22,50681325737,VP Sypeh,VP Sypeh,Birnin T'Challa,Domination,Competitive,2025-12-04T23:06:27+00:00,537,1,0,1,0,2,0,Invisible Woman,,12,1,15,11717.625453948975,26251.30473780632,12.0,27.0,1464.7,3281.41,5295.0,One Above All,OAA,13.0,3.0,0.0,2.0,11893.105869054794,1486.64
3,6711647_1764886525_1245250_11001_22,50241126491,VP Sypeh,VP Sypeh,Spider-Islands,Convoy,Competitive,2025-12-04T22:36:46+00:00,1015,1,1,1,1,3,2,Invisible Woman,,40,6,55,28189.416053175926,72180.51210141182,6.666666666666667,15.833333333333334,1761.84,4511.28,5281.0,One Above All,OAA,16.0,6.0,0.0,0.0,25389.681012034416,1586.86
4,506241_1764884213_1311009_11001_21,50560718078,VP Sypeh,VP Sypeh,Arakko,Convoy,Competitive,2025-12-04T22:04:02+00:00,1187,1,0,1,0,4,3,Gambit,,26,6,40,20598.743621587753,80722.67812848091,4.333333333333333,11.0,1084.14,4248.56,5264.0,One Above All,OAA,15.0,9.0,0.0,0.0,13422.148777484894,706.43
5,506105_1764882596_1310017_11001_21,50322526242,VP Sypeh,VP Sypeh,Krakoa,Domination,Competitive,2025-12-04T21:29:38+00:00,883,1,1,0,0,1,2,Invisible Woman,,14,6,16,20061.210062623024,49474.471841812134,2.3333333333333335,5.0,1432.94,3533.89,5248.0,One Above All,OAA,-23.0,5.0,0.0,2.0,22387.62135231495,1599.12
6,5513709_1764826259_2042189_11001_12,10647969083,VP Sypeh,VP Sypeh,Heart Of Heaven,Convergence,Competitive,2025-12-04T05:38:38+00:00,234,1,0,1,0,3,0,Gambit,,7,0,8,1840.079999923706,4033.631296157837,7.0,15.0,613.36,1344.54,5271.0,One Above All,OAA,11.0,0.0,0.0,0.0,564.8265109062195,188.28
7,5513562_1764654765_1291214_11001_12,10713163971,VP Sypeh,VP Sypeh,Midtown,Convoy,Competitive,2025-12-02T06:13:19+00:00,960,1,1,1,1,3,2,Invisible Woman,Doctor Strange,25,5,30,24140.96945142746,61715.67230629921,5.0,11.0,1508.81,3857.23,5259.0,One Above All,OAA,15.0,7.0,0.0,1.0,28238.89802289009,1764.93
8,5513669_1764653691_1231370_11001_12,10812373659,VP Sypeh,VP Sypeh,Yggdrasill Path,Convoy,Competitive,2025-12-02T05:43:24+00:00,259,1,1,1,1,0,0,Rocket Raccoon,,0,0,13,78.69430828094482,13686.062168836594,0.0,13.0,19.67,3421.52,5244.0,One Above All,OAA,13.0,0.0,0.0,0.0,187.5999984741211,46.9
9,5513547_1764535377_1311217_11001_12,10939270028,VP Sypeh,VP Sypeh,Arakko,Convoy,Competitive,2025-11-30T20:59:46+00:00,749,1,1,1,1,2,1,Gambit,,18,3,15,12565.185163974762,33742.72358369827,6.0,11.0,1047.1,2811.89,5230.0,One Above All,OAA,17.0,6.0,0.0,2.0,10730.336784362793,894.19
10,5513459_1764389811_1291129_11001_12,10213956539,VP Sypeh,VP Sypeh,Midtown,Convoy,Competitive,2025-11-29T04:31:55+00:00,639,1,0,1,0,3,0,Rocket Raccoon,Loki,15,1,40,7204.197706222534,27315.19146680832,15.0,55.0,720.42,2731.52,5213.0,One Above All,OAA,16.0,4.0,1.0,0.0,2616.360224723816,261.64
11,5513743_1764388496_1310548_11001_12,10409761719,VP Sypeh,VP Sypeh,Krakoa,Domination,Competitive,2025-11-29T04:07:27+00:00,515,1,0,1,0,2,0,Invisible Woman,,19,2,23,10006.181345939636,31891.205865859985,9.5,21.0,1250.77,3986.4,5196.0,One Above All,OAA,18.0,4.0,0.0,0.0,13921.470265388489,1740.18
12,5513958_1764387072_1290004_11001_12,10552561598,VP Sypeh,VP Sypeh,Symbiotic Surface,Convergence,Competitive,2025-11-29T03:50:28+00:00,893,1,0,1,0,3,1,Invisible Woman,,25,2,38,15441.82223635912,38266.60873627663,12.5,31.5,1102.99,2733.33,5177.0,One Above All,OAA,17.0,8.0,0.0,0.0,20570.455124139786,1469.32
13,5513656_1764385747_2042004_11001_12,10250567225,VP Sypeh,VP Sypeh,Heart Of Heaven,Convergence,Competitive,2025-11-29T03:23:58+00:00,637,1,1,1,1,1,1,Loki,,15,1,25,9954.34255695343,24417.77891778946,15.0,40.0,995.43,2441.78,5160.0,One Above All,OAA,17.0,3.0,0.0,1.0,6166.695428848267,616.67
14,5513300_1764384135_1231532_11001_12,10674183251,VP Sypeh,VP Sypeh,Yggdrasill Path,Convoy,Competitive,2025-11-29T02:59:14+00:00,757,1,1,0,0,1,3,Mantis,Adam Warlock,12,7,14,11570.28831577301,23019.66407287121,1.7142857142857142,3.7142857142857144,964.19,1918.31,5142.0,One Above All,OAA,-22.0,5.0,0.0,1.0,7519.453857660294,626.62
15,5513381_1764383145_1310400_11001_12,10301566521,VP Sypeh,VP Sypeh,Krakoa,Domination,Competitive,2025-11-29T02:37:30+00:00,469,1,1,1,1,2,0,Invisible Woman,,21,2,19,9704.427340865135,15715.476149082184,10.5,20.0,1386.35,2245.07,5164.0,One Above All,OAA,19.0,4.0,0.0,0.0,11924.674326658249,1703.52
16,5513524_1764381382_1267309_11001_12,10483169377,VP Sypeh,VP Sypeh,Hall Of Djalia,Convergence,Competitive,2025-11-29T02:22:10+00:00,1105,1,1,0,0,4,5,Invisible Woman,Rocket Raccoon,24,6,36,24575.38809221983,43451.507422447205,4.0,10.0,1365.3,2413.97,5144.0,One Above All,OAA,-22.0,4.0,0.0,0.0,26377.54592847824,1465.42
17,5513807_1764379510_1288281_11001_12,10966366348,VP Sypeh,VP Sypeh,Hell's Heaven,Domination,Competitive,2025-11-29T01:41:59+00:00,715,1,1,0,0,1,2,Invisible Woman,,18,5,17,17942.22935152054,42080.67642188072,3.6,7.0,1631.11,3825.52,5166.0,One Above All,OAA,-22.0,4.0,0.0,0.0,17592.68494808674,1599.33
18,6711550_1764378652_1272489_11001_22,50872624627,VP Sypeh,VP Sypeh,Birnin T'Challa,Domination,Competitive,2025-11-29T01:21:31+00:00,405,1,0,0,1,0,2,Gambit,,3,4,7,9922.227637767792,15757.438702106476,0.75,2.5,1653.7,2626.24,5187.0,One Above All,OAA,-26.0,0.0,0.0,0.0,6819.264575481415,1136.54
19,6711698_1764377320_1231426_11001_22,50927321836,VP Sypeh,VP Sypeh,Yggdrasill Path,Convoy,Competitive,2025-11-29T01:06:12+00:00,789,1,0,1,0,2,0,Loki,,15,0,25,12436.623627185822,47240.22624397278,15.0,40.0,956.66,3633.86,5212.0,One Above All,OAA,16.0,3.0,0.0,0.0,7568.432784318924,582.19
20,6711650_1764188729_1267046_11001_22,50126822569,VP Sypeh,VP Sypeh,Hall Of Djalia,Convergence,Competitive,2025-11-26T20:54:06+00:00,1269,1,0,1,0,5,4,Invisible Woman,,31,7,48,25943.08366895467,75040.99421620369,4.428571428571429,11.285714285714286,1235.38,3573.38,5196.0,One Above All,OAA,15.0,4.0,0.0,0.0,31236.85879635811,1487.47
21,506090_1763678287_1291100_11001_21,50387723197,VP Sypeh,VP Sypeh,Midtown,Convoy,Competitive,2025-11-20T22:46:14+00:00,253,1,1,1,1,0,0,Gambit,,10,1,12,6123.290953159332,8945.787428855896,10.0,22.0,1530.82,2236.45,5180.0,One Above All,OAA,16.0,4.0,0.0,2.0,3638.1075786352158,909.53
22,5513668_1763676943_1272043_11001_12,10769172773,VP Sypeh,VP Sypeh,Birnin T'Challa,Domination,Competitive,2025-11-20T22:35:33+00:00,894,1,0,1,0,2,1,Adam Warlock,Loki,20,7,15,19587.927711963654,25364.832250595093,2.857142857142857,5.0,1399.14,1811.77,5163.0,One Above All,OAA,17.0,8.0,1.0,3.0,12871.952346948214,919.43
23,5513375_1763675468_1288104_11001_12,10661670443,VP Sypeh,VP Sypeh,Hell's Heaven,Domination,Competitive,2025-11-20T22:11:35+00:00,932,1,0,1,0,2,1,Invisible Woman,Loki,24,7,29,22503.77086544037,52152.15470004082,3.4285714285714284,7.571428571428571,1500.25,3476.81,5146.0,One Above All,OAA,16.0,3.0,0.0,0.0,26011.355736613274,1734.09
24,5513662_1763674249_1290011_11001_12,10334473330,VP Sypeh,VP Sypeh,Symbiotic Surface,Convergence,Competitive,2025-11-20T21:45:25+00:00,614,1,1,1,1,2,1,Loki,,17,3,29,8523.56933927536,13903.463149547577,5.666666666666667,15.333333333333334,852.36,1390.35,5129.0,One Above All,OAA,13.0,1.0,0.0,0.0,2785.9884271621704,278.6
25,5513612_1763673169_1318044_11001_12,10516655381,VP Sypeh,VP Sypeh,Celestial Husk,Domination,Competitive,2025-11-20T21:24:10+00:00,444,1,0,1,0,2,0,Loki,,10,2,15,4793.71799659729,13174.065251231194,5.0,12.5,684.82,1882.01,5116.0,One Above All,OAA,15.0,1.0,0.0,0.0,2782.5759506225586,397.51
26,6711734_1765056376_1318196_11001_22,50782927071,이페,이페,Celestial Husk,Domination,Competitive,2025-12-06T21:46:46+00:00,934,1,0,1,0,2,1,Loki,,19,3,32,15216.15334558487,29507.236292660236,6.333333333333333,17.0,1014.41,1967.15,5296.0,One Above All,OAA,14.0,2.0,0.0,0.0,8004.218498468399,533.61
27,5513715_1764827178_1288301_11001_12,10468969072,이페,이페,Hell's Heaven,Domination,Competitive,2025-12-04T05:58:58+00:00,527,1,1,1,1,2,0,Invisible Woman,,19,4,19,9877.124827384949,18062.564690113068,4.75,9.5,1234.64,2257.82,5281.0,One Above All,OAA,13.0,3.0,0.0,0.0,11094.447463989258,1386.81
28,5513516_1764823045_1245199_11001_12,10995777447,이페,이페,Spider-Islands,Convoy,Competitive,2025-12-04T05:03:49+00:00,1140,1,1,1,1,5,4,Loki,Jeff The Land Shark,43,4,46,17970.518380641937,52072.643767118454,10.75,22.25,945.82,2740.67,5268.0,One Above All,OAA,15.0,10.0,1.0,0.0,11025.321325063705,580.28
29,5513929_1764571222_1310309_11001_12,10696464725,이페,이페,Krakoa,Domination,Competitive,2025-12-01T06:54:08+00:00,590,1,0,1,0,2,0,Invisible Woman,,16,1,21,10801.18338918686,24872.72799396515,16.0,37.0,1200.13,2763.64,5252.0,One Above All,OAA,15.0,2.0,0.0,0.0,13977.26298713684,1553.03
30,5514339_1764569833_1292193_11001_12,10527972882,이페,이페,Central Park,Convergence,Competitive,2025-12-01T06:25:02+00:00,240,1,1,1,1,0,0,Invisible Woman,,13,0,18,4454.77986907959,17183.942029953003,13.0,31.0,1113.69,4295.99,5236.0,One Above All,OAA,15.0,2.0,0.0,0.0,3648.2007434368134,912.05
31,5513518_1764566609_1231561_11001_12,10457380308,이페,이페,Yggdrasill Path,Convoy,Competitive,2025-12-01T05:50:55+00:00,1204,1,1,1,1,5,4,Gambit,,24,9,48,17377.73620891571,58932.931319236755,2.6666666666666665,8.0,868.89,2946.65,5220.0,One Above All,OAA,16.0,7.0,0.0,2.0,12988.540717644268,649.43
32,5513458_1764565686_1288964_11001_12,10966959930,이페,이페,Hell's Heaven,Domination,Competitive,2025-12-01T05:19:06+00:00,427,1,1,1,1,2,0,Invisible Woman,,12,0,15,8567.247945785522,19758.322865486145,12.0,27.0,1223.89,2822.62,5204.0,One Above All,OAA,17.0,1.0,0.0,0.0,8665.443509578705,1237.92
33,5513977_1764564913_1310146_11001_12,10758662604,이페,이페,Krakoa,Domination,Competitive,2025-12-01T05:05:41+00:00,390,1,1,1,1,2,0,Invisible Woman,,10,3,16,4905.9769678115845,17508.722623348236,3.3333333333333335,8.666666666666666,817.66,2918.12,5187.0,One Above All,OAA,16.0,2.0,0.0,0.0,5952.957672119141,992.16
34,5513853_1764563611_2042113_11001_12,10100667410,이페,이페,Heart Of Heaven,Convergence,Competitive,2025-12-01T04:52:23+00:00,868,1,1,0,0,1,2,Invisible Woman,,26,7,36,15686.12799602747,53869.20138144493,3.7142857142857144,8.857142857142858,1120.44,3847.8,5170.0,One Above All,OAA,-24.0,8.0,0.0,1.0,21018.30707681179,1501.31
35,5513783_1764562140_1272536_11001_12,10396662236,이페,이페,Birnin T'Challa,Domination,Competitive,2025-12-01T04:29:42+00:00,950,1,1,0,0,1,2,Invisible Woman,,19,9,27,23760.93615823984,42100.90358662605,2.111111111111111,5.111111111111111,1584.06,2806.73,5193.0,One Above All,OAA,-26.0,2.0,0.0,0.0,26474.399631500244,1764.96
36,5513916_1764397927_1292263_11001_12,10566586832,이페,이페,Central Park,Convergence,Competitive,2025-11-29T06:54:16+00:00,1063,1,0,1,0,3,2,Gambit,,30,8,32,16637.158034324646,58484.823467731476,3.75,7.75,978.66,3440.28,5219.0,One Above All,OAA,17.0,12.0,0.0,0.0,14712.939911484718,865.47
37,5514325_1764203643_1231944_11001_12,10178578148,이페,이페,Yggdrasill Path,Convoy,Competitive,2025-11-27T00:54:28+00:00,958,1,1,1,1,3,2,Gambit,,24,5,26,20609.93437719345,41022.64508962631,4.8,10.0,1374.0,2734.84,5202.0,One Above All,OAA,18.0,9.0,0.0,3.0,14527.015935182571,968.47
38,6711817_1763929446_1288236_11001_22,50832127186,이페,이페,Hell's Heaven,Domination,Competitive,2025-11-23T20:34:58+00:00,413,1,0,1,0,2,0,Gambit,,13,2,17,7392.2443318367,14565.751890659332,6.5,15.0,1232.04,2427.63,5184.0,One Above All,OAA,15.0,5.0,0.0,0.0,4217.613448858261,702.94
39,6711663_1763751479_2042269_11001_22,50196624564,이페,이페,Heart Of Heaven,Convergence,Competitive,2025-11-21T19:12:03+00:00,581,1,1,1,1,2,1,Gambit,Invisible Woman,19,3,22,10647.292487382889,24122.00584936142,6.333333333333333,13.666666666666666,1183.03,2680.22,5168.0,One Above All,OAA,15.0,8.0,0.0,0.0,7829.6480566859245,869.96
40,5514323_1763688089_1291037_11001_12,10382264089,이페,이페,Midtown,Convoy,Competitive,2025-11-21T01:43:21+00:00,1045,1,0,1,0,3,2,Invisible Woman,,20,4,27,25735.841132164,67688.6663236618,5.0,11.75,1513.87,3981.69,5152.0,One Above All,OAA,17.0,1.0,0.0,0.0,27257.34610080719,1603.37
41,6711665_1763685772_1318288_11001_22,50688522762,이페,이페,Celestial Husk,Domination,Competitive,2025-11-21T01:03:05+00:00,919,1,0,1,0,2,1,Invisible Woman,Adam Warlock,21,7,26,22516.68883830309,26407.344548225403,3.0,6.714285714285714,1501.11,1760.49,5135.0,One Above All,OAA,16.0,4.0,1.0,1.0,17628.060681194067,1175.2
42,5513466_1763684158_1272148_11001_12,10462075009,이페,이페,Birnin T'Challa,Domination,Competitive,2025-11-21T00:30:56+00:00,662,1,1,1,1,2,0,Adam Warlock,,18,6,13,15888.312596797943,17767.184321641922,3.0,5.166666666666667,1444.39,1615.2,5118.0,One Above All,OAA,15.0,5.0,2.0,0.0,11230.655267700553,1020.97
43,5513694_1763682496_1231146_11001_12,10406074232,이페,이페,Yggdrasill Path,Convoy,Competitive,2025-11-21T00:09:50+00:00,1031,1,1,0,0,2,3,Gambit,,29,6,34,15544.828708171844,53216.97081160545,4.833333333333333,10.5,914.4,3130.41,5103.0,One Above All,OAA,-23.0,10.0,0.0,3.0,13979.35255408287,822.31
44,5513361_1763681171_1245163_11001_12,10435358998,이페,이페,Spider-Islands,Convoy,Competitive,2025-11-20T23:43:48+00:00,791,1,1,0,0,0,3,Loki,Invisible Woman,16,5,26,13397.28093278408,45539.422846496105,3.2,8.4,1030.56,3503.03,5125.0,One Above All,OAA,-23.0,4.0,0.0,1.0,12799.967660725117,984.61
45,6711486_1763506224_1290005_11001_22,50131422714,이페,이페,Symbiotic Surface,Convergence,Competitive,2025-11-18T22:59:13+00:00,277,1,1,1,1,0,0,Gambit,,11,0,17,4648.884881019592,6910.761837482452,11.0,28.0,1162.22,1727.69,5148.0,One Above All,OAA,15.0,2.0,0.0,0.0,1954.725735425949,488.68
46,6711433_1763505072_1311149_11001_22,50485223390,이페,이페,Arakko,Convoy,Competitive,2025-11-18T22:42:16+00:00,404,1,1,1,1,1,0,Loki,,11,3,18,5506.226984024048,17487.196238398552,3.6666666666666665,9.666666666666666,917.7,2914.53,5133.0,One Above All,OAA,15.0,2.0,0.0,1.0,4198.961119651794,699.83
47,6711458_1763504070_1288393_11001_22,50251918186,이페,이페,Hell's Heaven,Domination,Competitive,2025-11-18T22:26:49+00:00,505,1,0,1,0,2,0,Gambit,,12,1,22,8927.177435874939,26711.121344089508,12.0,34.0,1115.9,3338.89,5117.0,Eternity,E,15.0,4.0,0.0,0.0,5709.124269098043,713.64
48,505879_1763501553_1292043_11001_21,50804022085,이페,이페,Central Park,Convergence,Competitive,2025-11-18T21:57:22+00:00,1043,1,1,1,1,4,3,Gambit,,42,7,23,28835.667610883713,29200.269897580147,6.0,9.285714285714286,1696.22,1717.66,5102.0,Eternity,E,17.0,19.0,0.0,5.0,16112.445988178253,947.79
49,506134_1763500765_1318104_11001_21,50442119790,이페,이페,Celestial Husk,Domination,Competitive,2025-11-18T21:28:01+00:00,293,1,1,1,1,1,0,Gambit,,9,0,14,8716.656196117401,4587.660114765167,9.0,23.0,2179.16,1146.92,5084.0,Celestial I,C1,17.0,3.0,0.0,0.0,6318.160105705261,1579.54
50,6711771_1763499417_1245186_11001_22,50104624099,이페,이페,Spider-Islands,Convoy,Competitive,2025-11-18T21:14:26+00:00,782,1,0,0,1,1,2,Gambit,,17,5,25,10786.077211856842,34227.39878463745,3.4,8.4,829.7,2632.88,5066.0,Celestial I,C1,-23.0,6.0,0.0,2.0,8585.71732801199,660.44
51,506080_1765060936_1231334_11001_21,50688325873,Voldemortᅠ,Voldemortᅠ,Yggdrasill Path,Convoy,Competitive,2025-12-06T23:02:13+00:00,936,1,0,1,0,2,1,Invisible Woman,Rocket Raccoon,34,3,36,20536.103018939495,67529.39640021324,11.333333333333334,23.333333333333332,1369.07,4501.96,5290.0,One Above All,OAA,16.0,12.0,0.0,0.0,21323.59751725197,1421.57
52,6711541_1765059757_1291083_11001_22,50858321590,Voldemortᅠ,Voldemortᅠ,Midtown,Convoy,Competitive,2025-12-06T22:38:11+00:00,658,1,0,1,0,3,1,Gambit,,14,3,31,9193.241542339325,37748.90720701218,4.666666666666667,15.0,919.32,3774.89,5273.0,One Above All,OAA,15.0,7.0,0.0,3.0,8613.121253535151,861.31
53,6711304_1765057980_1292570_11001_22,50113828194,Voldemortᅠ,Voldemortᅠ,Central Park,Convergence,Competitive,2025-12-06T22:14:05+00:00,995,1,1,0,0,1,2,Gambit,,30,7,21,16716.11616897583,35360.92934036255,4.285714285714286,7.285714285714286,1044.76,2210.06,5257.0,One Above All,OAA,-24.0,7.0,0.0,2.0,14232.49321898818,889.53
54,5513582_1764903029_1290083_11001_12,10722674777,Voldemortᅠ,Voldemortᅠ,Symbiotic Surface,Convergence,Competitive,2025-12-05T03:06:13+00:00,641,1,1,1,1,2,1,Gambit,,13,5,17,11100.120511054993,34734.8732367754,2.6,6.0,1110.01,3473.49,5281.0,One Above All,OAA,16.0,6.0,0.0,1.0,9313.887313246727,931.39
55,5513543_1764901557_1290068_11001_12,10592269681,Voldemortᅠ,Voldemortᅠ,Symbiotic Surface,Convergence,Competitive,2025-12-05T02:34:26+00:00,277,1,1,1,1,0,0,Invisible Woman,,9,0,9,9925.278720855713,7855.172751188278,9.0,18.0,2481.32,1963.79,5264.0,One Above All,OAA,15.0,5.0,0.0,1.0,7176.330520629883,1794.08
56,5513863_1764899635_2042010_11001_12,10490869449,Voldemortᅠ,Voldemortᅠ,Heart Of Heaven,Convergence,Competitive,2025-12-05T02:12:33+00:00,852,1,0,0,1,1,2,Invisible Woman,,17,7,14,19315.118278265,48491.72549200058,2.4285714285714284,4.428571428571429,1379.65,3463.69,5249.0,One Above All,OAA,-25.0,5.0,0.0,0.0,24946.539398014545,1781.9
57,5513773_1764828200_1318257_11001_12,10516457583,Voldemortᅠ,Voldemortᅠ,Celestial Husk,Domination,Competitive,2025-12-04T06:21:53+00:00,819,1,0,1,0,2,1,Invisible Woman,,19,3,27,16887.780797958374,37599.64398622513,6.333333333333333,15.333333333333334,1299.06,2892.28,5274.0,One Above All,OAA,14.0,7.0,0.0,0.0,18707.106897115707,1439.01
58,5513304_1764821086_1292081_11001_12,10524270622,Voldemortᅠ,Voldemortᅠ,Central Park,Convergence,Competitive,2025-12-04T04:24:54+00:00,931,1,1,1,1,3,2,Invisible Woman,,21,5,28,21874.20119047165,42081.209619522095,4.2,9.8,1458.28,2805.41,5259.0,One Above All,OAA,15.0,1.0,0.0,0.0,24915.63362312317,1661.04
59,5513694_1764558644_1290035_11001_12,10215274986,Voldemortᅠ,Voldemortᅠ,Symbiotic Surface,Convergence,Competitive,2025-12-01T03:23:25+00:00,509,1,0,1,0,3,0,Invisible Woman,,17,1,25,11592.977348089218,20131.467532157898,17.0,42.0,1449.12,2516.43,5244.0,One Above All,OAA,14.0,2.0,0.0,0.0,10150.933844089508,1268.87
60,5514352_1764556119_1292035_11001_12,10481877304,Voldemortᅠ,Voldemortᅠ,Central Park,Convergence,Competitive,2025-12-01T02:43:45+00:00,637,1,1,1,1,2,1,Invisible Woman,Rocket Raccoon,13,6,17,7342.1642735004425,22661.735069990158,2.1666666666666665,5.0,734.22,2266.17,5229.0,One Above All,OAA,14.0,4.0,0.0,1.0,14041.99835395813,1404.2
61,5513785_1764394581_1272521_11001_12,10640075609,Voldemortᅠ,Voldemortᅠ,Birnin T'Challa,Domination,Competitive,2025-11-29T05:47:09+00:00,414,1,1,1,1,2,0,Invisible Woman,,16,1,16,9702.755941390991,23197.741634845734,16.0,32.0,1617.13,3866.29,5215.0,One Above All,OAA,16.0,4.0,0.0,0.0,9903.641830205917,1650.61
62,5513667_1764201108_1245040_11001_12,10933551698,Voldemortᅠ,Voldemortᅠ,Spider-Islands,Convoy,Competitive,2025-11-27T00:25:20+00:00,1571,1,1,1,1,5,4,Invisible Woman,Rocket Raccoon,42,10,57,39625.41938781738,68723.32635569572,4.2,9.9,1524.05,2643.2,5198.0,One Above All,OAA,16.0,12.0,0.0,2.0,44151.98250603676,1698.15
63,5513782_1764199886_1290096_11001_12,10490361698,Voldemortᅠ,Voldemortᅠ,Symbiotic Surface,Convergence,Competitive,2025-11-26T23:45:12+00:00,563,1,1,1,1,2,1,Loki,,16,2,30,6543.449917316437,35956.503715753555,8.0,23.0,727.05,3995.17,5181.0,One Above All,OAA,17.0,2.0,0.0,2.0,4549.974158525467,505.55
64,5513387_1764198650_1310224_11001_12,10764066397,Voldemortᅠ,Voldemortᅠ,Krakoa,Domination,Competitive,2025-11-26T23:26:27+00:00,699,1,0,1,0,2,0,Gambit,,20,4,27,16175.128586769104,27647.82753801346,5.0,11.75,1470.47,2513.44,5164.0,One Above All,OAA,18.0,4.0,0.0,1.0,7558.153995633125,687.1
65,5513860_1764197620_1288055_11001_12,10108468831,Voldemortᅠ,Voldemortᅠ,Hell's Heaven,Domination,Competitive,2025-11-26T23:07:03+00:00,565,1,0,1,0,2,0,Loki,,11,3,25,9001.491097927094,20385.340487957,3.6666666666666665,12.0,1000.17,2265.04,5146.0,One Above All,OAA,16.0,1.0,0.0,0.0,4125.789454460144,458.42
66,506070_1764196563_1311116_11001_21,50835719453,Voldemortᅠ,Voldemortᅠ,Arakko,Convoy,Competitive,2025-11-26T22:50:00+00:00,577,1,0,1,0,1,0,Loki,Doctor Strange,14,3,20,11202.7473487854,25010.62945829332,4.666666666666667,11.333333333333334,1244.75,2778.96,5129.0,One Above All,OAA,19.0,5.0,0.0,1.0,5643.595299243927,627.07
67,5513646_1764195184_1231054_11001_12,10536360854,Voldemortᅠ,Voldemortᅠ,Yggdrasill Path,Convoy,Competitive,2025-11-26T22:32:53+00:00,928,1,0,1,0,2,0,Loki,,20,4,34,13662.951933860779,26987.128958582878,5.0,13.5,910.86,1799.14,5109.0,One Above All,OAA,18.0,4.0,0.0,1.0,6499.273441791534,433.28
68,5513596_1764193723_1291142_11001_12,10828462935,Voldemortᅠ,Voldemortᅠ,Midtown,Convoy,Competitive,2025-11-26T22:08:06+00:00,895,1,1,0,0,1,2,Mantis,,18,8,26,23029.671842575073,28223.295762062073,2.25,5.5,1644.98,2015.95,5091.0,One Above All,OAA,-22.0,5.0,1.0,1.0,11238.790540575981,802.77
69,505882_1764192407_1292173_11001_21,50523822323,Voldemortᅠ,Voldemortᅠ,Central Park,Convergence,Competitive,2025-11-26T21:45:19+00:00,844,1,0,0,1,1,2,Loki,Gambit,13,5,17,14346.206364154816,41533.04529154301,2.6,6.0,1024.73,2966.65,5112.0,One Above All,OAA,-22.0,4.0,0.0,2.0,7877.277204036713,562.66
70,5513271_1764141868_2042003_11001_12,10117566089,Voldemortᅠ,Voldemortᅠ,Heart Of Heaven,Convergence,Competitive,2025-11-26T07:44:58+00:00,966,1,0,1,0,3,1,Invisible Woman,Doctor Strange,26,5,32,18184.479988634586,51569.70750236511,5.2,11.6,1136.53,3223.11,5134.0,One Above All,OAA,17.0,8.0,0.0,1.0,25591.895399570465,1599.49
71,5513400_1764140781_1290085_11001_12,10734868789,Voldemortᅠ,Voldemortᅠ,Symbiotic Surface,Convergence,Competitive,2025-11-26T07:22:43+00:00,719,1,0,1,0,1,0,Invisible Woman,,18,6,25,14235.623941659927,35721.04620409012,3.0,7.166666666666667,1294.15,3247.37,5117.0,One Above All,OAA,17.0,2.0,0.0,0.0,15330.175451993942,1393.65
72,5517305_1764139807_1292165_11001_12,10671778025,Voldemortᅠ,Voldemortᅠ,Central Park,Convergence,Competitive,2025-11-26T07:03:58+00:00,566,1,0,1,0,3,0,Loki,,27,1,31,7253.34966135025,15232.65013217926,27.0,58.0,805.93,1692.52,5100.0,One Above All,OAA,15.0,8.0,0.0,3.0,3206.8635065555573,356.32
73,5513681_1764138542_1311418_11001_12,10360858156,Voldemortᅠ,Voldemortᅠ,Arakko,Convoy,Competitive,2025-11-26T06:47:03+00:00,821,1,0,0,1,1,2,Gambit,Doctor Strange,10,5,20,8187.443118095398,37484.31083393097,2.0,6.0,629.8,2883.41,5084.0,One Above All,OAA,-23.0,3.0,0.0,2.0,8680.81747508049,667.76
74,5514325_1764136694_1231219_11001_12,10137972748,Voldemortᅠ,Voldemortᅠ,Yggdrasill Path,Convoy,Competitive,2025-11-26T06:26:07+00:00,1220,1,0,0,1,3,4,Invisible Woman,,19,9,29,23395.88986968994,85827.86607933044,2.111111111111111,5.333333333333333,1169.79,4291.39,5106.0,Eternity,E,-22.0,3.0,0.0,0.0,32000.741358995438,1600.04
75,5513816_1764135784_1288146_11001_12,10500154629,Voldemortᅠ,Voldemortᅠ,Hell's Heaven,Domination,Competitive,2025-11-26T05:54:15+00:00,437,1,0,1,0,2,0,Invisible Woman,,7,1,18,8754.932381391525,18419.502946138382,7.0,25.0,1250.7,2631.36,5127.0,Eternity,E,17.0,1.0,0.0,0.0,8654.419967651367,1236.35
76,5513993_1765071931_1288348_11001_12,10476272918,Екатерина,Екатерина,Hell's Heaven,Domination,Competitive,2025-12-07T01:58:14+00:00,531,1,1,1,1,2,0,Gambit,Invisible Woman,11,3,21,8847.964458942413,25449.414660215378,3.6666666666666665,10.666666666666666,1106.0,3181.18,5288.0,One Above All,OAA,16.0,8.0,0.0,5.0,7760.834406495094,970.1
