player_id,hero_name,role,timePlayed_value,matchesWinPct_value,matchesPlayed_value,kdRatio_value,kdaRatio_value,totalHeroDamagePerMinute_value,totalHeroHealPerMinute_value,totalDamageTakenPerMinute_value,lastKills_value,totalMvp_value,totalSvp_value,percent_of_time_played,Arakko,Birnin T'Challa,Celestial Husk,Central Park,Hall Of Djalia,Heart Of Heaven,Hell's Heaven,Krakoa,Midtown,Royal Palace,Spider-Islands,Symbiotic Surface,Yggdrasill Path,Convergence,Convoy,Domination,Adam Warlock,Angela,Black Panther,Black Widow,Blade,Bruce Banner,Captain America,Cloak & Dagger,Daredevil,Doctor Strange,Emma Frost,Gambit,Groot,Hawkeye,Hela,Human Torch,Invisible Woman,Iron Fist,Iron Man,Jeff The Land Shark,Loki,Luna Snow,Magik,Magneto,Mantis,Mister Fantastic,Moon Knight,Namor,Peni Parker,Phoenix,Psylocke,Rocket Raccoon,Scarlet Witch,Spider-Man,Squirrel Girl,Star-Lord,Storm,The Punisher,The Thing,Thor,Ultron,Venom,Winter Soldier,Wolverine
CRAZMANG,Angela,vanguard,4.4088183333333335,0.5961538461538461,20.8,2.847826086956522,3.4782608695652173,933.0,0.0,1609.0,163,0,2,20.730538794045604,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5
CRAZMANG,Captain America,vanguard,2.1589899999999997,0.4864864864864865,11.1,2.721311475409836,3.2459016393442623,1163.0,4.0,2108.0,67,0,0,10.151705642431743,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.4,0.0,0.5,0.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.6666666666666666,1.0
CRAZMANG,Loki,strategist,0.4311863888888889,0.4230769230769231,2.6,3.142857142857143,7.642857142857143,857.0,2223.0,571.0,10,0,1,2.027465294893956,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CRAZMANG,Doctor Strange,vanguard,0.5050211111111111,0.7391304347826088,2.3,2.8947368421052637,3.0,1118.0,0.0,2804.0,23,0,0,2.374640764067372,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CRAZMANG,Magneto,vanguard,2.6056675,0.5596330275229358,10.9,2.372340425531915,3.042553191489361,1510.0,0.0,2871.0,85,0,0,12.252011107995417,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5
CRAZMANG,Emma Frost,vanguard,1.0754066666666666,0.5306122448979592,4.9,2.4390243902439024,2.975609756097561,1536.0,0.0,2820.0,45,0,0,5.0566292228814005,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CRAZMANG,Rocket Raccoon,strategist,0.43401277777777775,1.0,2.0,2.888888888888889,10.0,344.0,2288.0,466.0,4,0,0,2.0407551517395364,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CRAZMANG,The Thing,vanguard,1.3949216666666666,0.6470588235294117,6.8,3.880952380952381,5.904761904761905,1830.0,0.0,3064.0,47,0,0,6.559008681953271,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CRAZMANG,Winter Soldier,duelist,0.36663861111111107,0.7142857142857143,1.4,2.6666666666666665,3.1333333333333333,1588.0,0.0,1210.0,26,0,0,1.7239576177518212,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
MaurMaurFloofy,Jeff The Land Shark,strategist,1.502296111111111,0.5189873417721518,7.9,2.9285714285714284,7.380952380952381,827.0,1839.0,563.0,27,0,0,3.5602048291539887,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,56.461652962567214,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
