player_id,hero_name,role,timePlayed_value,matchesWinPct_value,matchesPlayed_value,kdRatio_value,kdaRatio_value,totalHeroDamagePerMinute_value,totalHeroHealPerMinute_value,totalDamageTakenPerMinute_value,lastKills_value,totalMvp_value,totalSvp_value,percent_of_time_played
duqk3,Angela,vanguard,1615.592,0.0,2.0,1.1363636363636365,1.6363636363636365,982.0,0.0,2051.0,8,0,0,1.888836598913301
duqk3,Gambit,strategist,34739.616,61.8860510805501,50.9,4.310469314079422,8.411552346570398,1149.0,2178.0,794.0,419,23,13,40.615117017783014
duqk3,Hela,duelist,5340.356,72.46376811594203,6.9,4.22,4.44,2098.0,0.0,660.0,121,1,1,6.243568836702732
duqk3,Magneto,vanguard,7348.379,32.608695652173914,9.2,2.9047619047619047,3.5555555555555554,1763.0,0.0,2626.0,85,1,0,8.591208175013199
duqk3,Emma Frost,vanguard,1667.65,62.5,1.6,3.857142857142857,4.857142857142857,1682.0,0.0,2961.0,20,0,0,1.9496991531140082
duqk3,Invisible Woman,strategist,1019.79,100.0,1.7,3.4285714285714284,7.571428571428571,802.0,2094.0,784.0,3,0,0,1.192266782210976
duqk3,Jeff The Land Shark,strategist,952.068,100.0,1.0,5.5,12.333333333333334,1184.0,2063.0,530.0,4,0,0,1.1130909803057878
duqk3,Star-Lord,duelist,1462.212,0.0,2.0,2.2857142857142856,2.2857142857142856,1745.0,0.0,925.0,15,0,1,1.7095154847079062
Ilya Rozanov,Gambit,strategist,10073.02,85.63535911602209,18.1,8.448979591836734,16.408163265306122,1296.0,2344.0,673.0,170,10,2,14.205031574931695
Ilya Rozanov,Phoenix,duelist,1845.073,76.66666666666666,3.0,9.0,9.5,2124.0,111.0,616.0,42,2,0,2.6019327096594616
Ilya Rozanov,Winter Soldier,duelist,10667.961,85.71428571428571,16.1,6.2555555555555555,7.511111111111111,2383.0,0.0,1016.0,302,8,1,15.044020844308845
Ilya Rozanov,Venom,vanguard,1430.205,68.0,2.5,5.1,6.9,1324.0,0.0,2491.0,17,0,0,2.0168834355163776
Ilya Rozanov,Captain America,vanguard,2933.766,98.03921568627452,5.1,5.666666666666667,6.388888888888889,1129.0,1.0,2039.0,41,0,0,4.137213930227584
Ilya Rozanov,Magneto,vanguard,8000.536,59.20000000000001,12.5,4.158730158730159,4.666666666666667,1940.0,0.0,2857.0,120,2,0,11.282402546245091
Ilya Rozanov,Emma Frost,vanguard,2233.398,43.74999999999999,3.2,5.466666666666667,6.6,2168.0,0.0,3050.0,25,0,0,3.1495508903376845
Ilya Rozanov,Loki,strategist,5246.027,71.42857142857143,7.0,3.25,10.03125,869.0,2135.0,457.0,15,1,1,7.397977883290631
Ilya Rozanov,Mantis,strategist,7553.233,89.7196261682243,10.7,2.9814814814814814,9.25925925925926,944.0,1688.0,566.0,57,1,1,10.651613245860334
Ilya Rozanov,Invisible Woman,strategist,20928.415,53.973509933774835,30.2,4.238095238095238,10.126984126984127,1053.0,2575.0,1106.0,96,4,3,29.51337293962229
snakeCase3,Venom,vanguard,47034.759,66.77018633540372,64.4,3.5663956639566394,4.579945799457994,1498.0,0.0,3378.0,499,13,4,68.97928221904445
snakeCase3,Emma Frost,vanguard,15784.507,44.761904761904766,21.0,3.236111111111111,4.138888888888889,1741.0,0.0,3163.0,151,1,3,23.14892190776363
snakeCase3,Captain America,vanguard,4122.262,49.180327868852466,6.1,2.210526315789474,2.8157894736842106,1144.0,2.0,2580.0,24,0,0,6.0455433369785645
snakeCase3,Magneto,vanguard,1245.263,25.0,1.6,1.4285714285714286,1.8571428571428572,1714.0,0.0,3558.0,5,0,0,1.8262525362133555
CeeDubTee ALT,Emma Frost,vanguard,29782.769,45.0381679389313,39.3,3.0631578947368423,3.7578947368421054,1690.0,0.0,2402.0,309,4,1,17.65115764886013
CeeDubTee ALT,Groot,vanguard,70768.656,55.391120507399584,94.6,4.275510204081633,5.137755102040816,2103.0,54.0,4287.0,893,22,17,41.94199349476039
CeeDubTee ALT,Magneto,vanguard,11619.371,45.962732919254655,16.1,3.22,3.78,1773.0,0.0,2481.0,123,0,2,6.886376122434873
CeeDubTee ALT,Captain America,vanguard,16228.39,50.0,22.6,3.4015748031496065,4.031496062992126,1134.0,5.0,2333.0,151,1,2,9.617973072859183
CeeDubTee ALT,Invisible Woman,strategist,5718.254,59.09090909090908,8.8,3.515151515151515,8.242424242424242,833.0,2461.0,904.0,15,0,0,3.388999955988815
CeeDubTee ALT,Jeff The Land Shark,strategist,5652.627,67.74193548387098,6.2,3.95,9.15,1265.0,2179.0,594.0,31,1,0,3.35010523390902
CeeDubTee ALT,Angela,vanguard,8603.026,66.42857142857143,14.0,2.9753086419753085,3.419753086419753,849.0,0.0,1644.0,88,0,0,5.098698787317008
CeeDubTee ALT,Hela,duelist,1264.185,63.1578947368421,1.9,2.769230769230769,2.8461538461538463,1779.0,0.0,621.0,20,0,0,0.7492362020577819
CeeDubTee ALT,Phoenix,duelist,1402.396,50.0,2.2,2.769230769230769,3.0,2133.0,126.0,677.0,11,0,0,0.8311488056107492
CeeDubTee ALT,Gambit,strategist,6437.629,48.31460674157303,8.9,5.2727272727272725,11.393939393939394,1015.0,2236.0,664.0,40,0,1,3.815347201728415
CeeDubTee ALT,Rocket Raccoon,strategist,3537.572,77.08333333333334,4.8,1.4230769230769231,5.576923076923077,210.0,1986.0,407.0,11,0,0,2.0965895100685037
CeeDubTee ALT,Doctor Strange,vanguard,2562.331,62.16216216216215,3.7,2.2666666666666666,2.4,1297.0,0.0,2496.0,25,0,0,1.5185998464266848
CeeDubTee ALT,Mantis,strategist,2008.707,10.344827586206897,2.9,1.65,4.4,955.0,1489.0,1048.0,9,0,0,1.1904871547494085
CeeDubTee ALT,Psylocke,duelist,1741.859,43.74999999999999,1.6,3.8666666666666667,3.8666666666666667,1810.0,0.0,615.0,20,0,0,1.0323361071996313
CeeDubTee ALT,Peni Parker,vanguard,1402.062,66.66666666666666,2.1,1.8461538461538463,4.0,1683.0,397.0,2286.0,7,0,0,0.8309508560294084
ThisGuyStinkss,Gambit,strategist,51079.924,63.599458728010816,73.9,4.0855457227138645,9.221238938053098,798.0,2615.0,658.0,443,19,10,82.08064789173501
ThisGuyStinkss,Invisible Woman,strategist,6041.761,51.35135135135135,7.4,4.638888888888889,10.305555555555555,991.0,2884.0,1071.0,36,2,1,9.708543366020217
ThisGuyStinkss,Magneto,vanguard,919.161,100.0,2.0,10.75,12.5,1571.0,0.0,2353.0,16,0,0,1.477005533461934
ThisGuyStinkss,Luna Snow,strategist,4190.539,41.37931034482759,5.8,2.3714285714285714,5.6571428571428575,754.0,2673.0,918.0,19,0,1,6.733803208782835
KNGSMN,Magik,duelist,72350.26,67.87072243346009,105.2,3.2432082794307893,3.318240620957309,1863.0,0.0,1047.0,1279,14,10,62.101699712692046
KNGSMN,Rocket Raccoon,strategist,922.716,61.111111111111114,1.8,1.5714285714285714,4.857142857142857,118.0,1576.0,438.0,6,0,0,0.7920114171268542
KNGSMN,Daredevil,duelist,6838.026,59.782608695652186,9.2,2.855421686746988,4.192771084337349,1590.0,1.0,1529.0,97,2,1,5.869405822170933
KNGSMN,Doctor Strange,vanguard,4372.19,58.9041095890411,7.3,3.2325581395348837,3.558139534883721,1500.0,0.0,2984.0,47,0,1,3.7528604661107647
KNGSMN,Emma Frost,vanguard,11383.645,35.0,14.0,2.3865546218487395,3.0252100840336134,1391.0,0.0,2892.0,83,0,0,9.771128720558686
KNGSMN,Invisible Woman,strategist,5572.288,59.74025974025974,7.7,3.8157894736842106,9.394736842105264,665.0,2106.0,1147.0,23,0,0,4.7829621633514146
KNGSMN,Jeff The Land Shark,strategist,2268.639,47.5,4.0,3.3125,7.5625,690.0,1894.0,729.0,16,0,0,1.9472817089323795
KNGSMN,Magneto,vanguard,4147.813,42.85714285714286,5.6,2.45,3.35,1513.0,0.0,3022.0,33,0,0,3.5602669208154936
KNGSMN,Moon Knight,duelist,1216.546,18.749999999999996,1.6,1.8235294117647058,1.8235294117647058,3642.0,0.0,1472.0,19,0,0,1.0442198048587064
KNGSMN,The Thing,vanguard,4686.433,12.280701754385964,5.7,2.2982456140350878,3.2280701754385963,1632.0,0.0,3423.0,43,0,0,4.022590311211744
KNGSMN,Storm,duelist,1648.116,50.0,1.2,3.3529411764705883,6.823529411764706,1960.0,0.0,1133.0,20,0,0,1.414657043715989
KNGSMN,Winter Soldier,duelist,1096.194,5.555555555555556,1.8,1.5384615384615385,1.7692307692307692,1365.0,0.0,908.0,11,0,0,0.9409159084549902
humblefеmbоy,Phoenix,duelist,55133.551,63.837638376383765,81.3,4.5784114052953155,4.95315682281059,2131.0,135.0,796.0,1134,37,19,60.498910157037066
humblefеmbоy,Hela,duelist,5977.514,64.58333333333334,9.6,3.9245283018867925,4.188679245283019,1880.0,0.0,601.0,115,1,0,6.559219855953614
humblefеmbоy,Psylocke,duelist,6439.583,48.543689320388346,10.3,4.0344827586206895,4.0344827586206895,1940.0,0.0,730.0,132,2,2,7.066255416158179
humblefеmbоy,Blade,duelist,16201.66,61.18721461187215,21.9,3.7088607594936707,4.651898734177215,1842.0,90.0,1199.0,265,5,4,17.778335604301294
humblefеmbоy,Namor,duelist,2516.042,18.749999999999996,3.2,3.2,3.533333333333333,1785.0,0.0,703.0,42,0,0,2.760892345013871
