player_id,hero_name,role,timePlayed_value,matchesWinPct_value,kdRatio_value,kdaRatio_value,totalHeroDamagePerMinute_value,totalHeroHealPerMinute_value,totalDamageTakenPerMinute_value,lastKills_value,totalMvp_value,totalSvp_value,percent_of_time_played,Arakko,Birnin T'Challa,Celestial Husk,Central Park,Hall Of Djalia,Heart Of Heaven,Hell's Heaven,Krakoa,Midtown,Royal Palace,Spider-Islands,Symbiotic Surface,Yggdrasill Path,Convergence,Convoy,Domination
Voldemortᅠ,Loki,strategist,1.7862791666666666,0.8421052631578947,6.884615384615385,16.46153846153846,1017.0,2253.0,463.0,50,4,0,9.828012062283682,1.0,0.8421052631578947,0.8421052631578947,0.5,0.8421052631578947,0.8421052631578947,1.0,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,1.0,1.0,0.6666666666666666,1.0,1.0
Voldemortᅠ,Mantis,strategist,0.6515933333333332,0.5428571428571428,2.6842105263157894,6.421052631578948,1589.0,1768.0,687.0,23,1,0,3.585031533259013,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.0,0.5428571428571428
Voldemortᅠ,Hela,duelist,0.6472266666666667,0.9705882352941175,7.764705882352941,8.235294117647058,2141.0,0.0,480.0,90,2,0,3.561006367723407,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175
Voldemortᅠ,Luna Snow,strategist,0.4332188888888889,1.0,3.0,8.4,1132.0,2478.0,687.0,8,1,0,2.3835470653527757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Voldemortᅠ,Adam Warlock,strategist,0.8828086111111111,0.878048780487805,5.1923076923076925,7.730769230769231,1561.0,1370.0,765.0,72,3,0,4.857165576687801,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805,0.878048780487805
Екатерина,Gambit,strategist,4.828574722222222,0.8017241379310346,3.692307692307693,8.222222222222221,949.0,2734.0,704.0,147,10,3,28.585264271551104,1.0,1.0,0.8017241379310346,1.0,0.8017241379310346,0.8017241379310346,1.0,0.8017241379310346,0.0,0.8017241379310346,0.8017241379310346,0.0,0.8017241379310346,0.5,0.5,1.0
Екатерина,Invisible Woman,strategist,7.869099722222222,0.762135922330097,6.899159663865547,15.61344537815126,1334.0,3061.0,1400.0,178,20,4,46.5852364474519,1.0,1.0,0.762135922330097,1.0,0.762135922330097,1.0,0.0,0.0,1.0,0.762135922330097,0.0,0.762135922330097,0.762135922330097,1.0,0.75,0.3333333333333333
Екатерина,Loki,strategist,2.607835,0.41406249999999994,2.96875,7.59375,932.0,2075.0,553.0,47,2,1,15.438438243178483,1.0,0.41406249999999994,0.0,1.0,0.41406249999999994,0.41406249999999994,0.41406249999999994,0.41406249999999994,0.41406249999999994,0.41406249999999994,0.41406249999999994,0.0,0.41406249999999994,0.5,1.0,0.0
Екатерина,Rocket Raccoon,strategist,0.7946447222222223,0.6388888888888888,2.2857142857142856,9.214285714285714,220.0,2534.0,309.0,3,0,0,4.704313528001388,0.6388888888888888,0.6388888888888888,1.0,0.6388888888888888,1.0,0.6388888888888888,0.0,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,1.0,0.6388888888888888,0.5
Екатерина,Luna Snow,strategist,0.4911069444444444,0.3684210526315789,5.375,12.5,1001.0,3303.0,623.0,8,0,0,2.9073634768310272,0.3684210526315789,0.3684210526315789,1.0,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,1.0
Екатерина,Adam Warlock,strategist,0.30057055555555556,0.5454545454545454,1.0526315789473684,2.263157894736842,966.0,1496.0,742.0,7,0,0,1.7793840329860946,1.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,0.5454545454545454
averyomi,Gambit,strategist,18.09708138888889,0.6522727272727272,3.9429175475687104,8.513742071881607,1000.0,2458.0,756.0,490,29,8,79.84734123565477,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272,0.6522727272727272
averyomi,Invisible Woman,strategist,2.6468883333333335,0.7552447552447552,3.969230769230769,8.523076923076923,959.0,2811.0,996.0,51,2,1,11.678512762511057,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552,0.7552447552447552
averyomi,Phoenix,duelist,0.8685763888888889,0.4047619047619048,4.807692307692308,5.230769230769231,2581.0,126.0,864.0,54,0,0,3.8323038849471622,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048,0.4047619047619048
averyomi,Luna Snow,strategist,0.3140480555555556,0.5555555555555556,1.875,6.0,611.0,2570.0,798.0,2,0,0,1.3856323965992785,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
averyomi,Jeff The Land Shark,strategist,0.3847830555555556,0.0,2.210526315789474,4.421052631578948,1088.0,2121.0,708.0,5,0,0,1.6977270134567657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
averyomi,Mantis,strategist,0.3532238888888889,0.4285714285714286,0.8,2.6666666666666665,1042.0,1328.0,678.0,7,0,0,1.5584827068309803,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
cоopertastic,Gambit,strategist,6.937093611111111,0.7794117647058824,4.576271186440678,9.124293785310735,1339.0,2298.0,855.0,246,13,6,55.07465793436123,0.7794117647058824,0.7794117647058824,1.0,1.0,0.5,1.0,1.0,0.7794117647058824,1.0,0.7794117647058824,0.7794117647058824,1.0,0.0,0.75,0.5,1.0
cоopertastic,Invisible Woman,strategist,2.0030127777777778,0.4074074074074075,3.62,8.1,1047.0,3222.0,1247.0,41,1,3,15.902227900972012,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.0,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.4074074074074075,0.0
cоopertastic,Mantis,strategist,1.0960072222222224,0.6206896551724138,2.739130434782609,8.434782608695652,1403.0,1744.0,882.0,21,0,0,8.701370666354629,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,1.0,0.6206896551724138,0.5,0.0,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,1.0,0.0,0.5
cоopertastic,Loki,strategist,1.3230216666666665,0.7796610169491526,4.958333333333333,11.791666666666666,991.0,2823.0,608.0,30,2,0,10.503673413705656,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,1.0,0.7796610169491526,1.0,0.7796610169491526
cоopertastic,Rocket Raccoon,strategist,0.2941211111111111,0.7692307692307692,2.333333333333333,6.666666666666667,197.0,2769.0,626.0,3,0,0,2.335072941753798,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692
cоopertastic,Luna Snow,strategist,0.5310016666666667,0.5652173913043479,4.285714285714286,13.571428571428571,934.0,3090.0,642.0,6,0,0,4.215704269494246,0.5652173913043479,0.5652173913043479,0.5652173913043479,0.5652173913043479,0.5652173913043479,0.0,0.5652173913043479,0.5652173913043479,0.5652173913043479,0.5652173913043479,0.5652173913043479,1.0,0.5652173913043479,0.5,0.5652173913043479,0.5652173913043479
cоopertastic,Magneto,vanguard,0.41154166666666664,0.96,3.272727272727273,3.727272727272727,2066.0,0.0,2879.0,16,0,0,3.2672928733584223,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1.0,0.96,0.96,1.0,0.96,0.96,0.96,1.0,1.0
Vinniе,Magneto,vanguard,2.654286944444445,0.6518518518518519,3.703125,4.90625,1876.0,0.0,2857.0,107,1,0,17.272361004510657,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519,0.6518518518518519
Vinniе,Angela,vanguard,0.3469055555555555,0.30434782608695654,3.6,4.2,958.0,0.0,1779.0,12,0,0,2.2574341491477337,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654
Vinniе,The Thing,vanguard,1.195747222222222,0.7307692307692306,3.84375,5.84375,1866.0,0.0,3337.0,49,1,0,7.781139765461907,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306,0.7307692307692306
Vinniе,Captain America,vanguard,1.6482424999999998,0.8736842105263158,6.366666666666666,7.466666666666667,1142.0,4.0,2265.0,57,0,0,10.725682670656344,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8736842105263158
Vinniе,Groot,vanguard,6.95697,0.7908309455587392,5.233532934131737,6.203592814371257,2009.0,39.0,4267.0,285,5,2,45.271404280180896,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392,0.7908309455587392
Vinniе,Doctor Strange,vanguard,0.5389369444444444,0.8400000000000002,4.384615384615385,4.846153846153846,1744.0,0.0,3594.0,22,0,0,3.507048656738471,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002,0.8400000000000002
Vinniе,Emma Frost,vanguard,0.4717116666666667,0.44000000000000006,2.7857142857142856,3.571428571428572,2094.0,0.0,3015.0,11,0,0,3.0695905782753985,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006
Vinniе,Winter Soldier,duelist,0.9215105555555556,0.5405405405405405,2.742857142857143,3.571428571428572,1927.0,0.0,1174.0,48,0,0,5.996587150585622,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405,0.5405405405405405
Vinniе,Venom,vanguard,0.3577333333333333,0.14285714285714288,2.9,3.7,1085.0,0.0,2382.0,7,0,0,2.3278942352532845,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
Vinniе,Wolverine,duelist,0.27520555555555554,1.0,3.333333333333333,3.888888888888889,925.0,31.0,1172.0,15,0,0,1.7908575091896817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sypeh,Gambit,strategist,11.700056388888889,0.6462585034013606,4.0310077519379846,9.352713178294572,976.0,2782.0,739.0,309,16,11,35.529757690413575,0.0,1.0,0.6462585034013606,0.6462585034013606,1.0,0.6462585034013606,0.6462585034013606,0.6462585034013606,0.6462585034013606,0.6462585034013606,0.6462585034013606,0.6462585034013606,0.6462585034013606,1.0,0.0,1.0
Sypeh,Rocket Raccoon,strategist,1.2882,0.4366197183098592,1.8846153846153848,6.769230769230769,270.0,2691.0,361.0,15,0,0,3.911898570015125,0.4366197183098592,0.4366197183098592,0.4366197183098592,0.4366197183098592,0.4366197183098592,1.0,0.4366197183098592,0.4366197183098592,0.4366197183098592,0.4366197183098592,0.4366197183098592,0.4366197183098592,0.4366197183098592,1.0,0.4366197183098592,0.4366197183098592
Sypeh,Invisible Woman,strategist,11.016500277777777,0.7084745762711865,5.391959798994975,12.50251256281407,1349.0,3197.0,1478.0,194,21,9,33.453991370291966,0.0,1.0,0.0,0.0,1.0,0.7084745762711865,1.0,0.7084745762711865,0.5,0.7084745762711865,0.5,1.0,0.5,0.8,0.4285714285714285,0.75
Sypeh,Loki,strategist,5.611328055555555,0.5202952029520295,4.043478260869565,9.452173913043476,1020.0,2540.0,537.0,105,3,7,17.04001412545686,0.5202952029520295,0.5202952029520295,1.0,0.5202952029520295,0.5202952029520295,0.5202952029520295,0.5202952029520295,0.0,0.5202952029520295,0.5202952029520295,0.5202952029520295,0.5202952029520295,0.0,0.5202952029520295,0.0,0.5
Sypeh,Luna Snow,strategist,1.4253458333333333,0.5774647887323944,3.615384615384616,9.73076923076923,867.0,3428.0,703.0,23,0,1,4.328371624898061,0.0,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.0,0.5774647887323944
Sypeh,Adam Warlock,strategist,1.0232627777777779,0.5636363636363636,1.625,3.15,1157.0,1556.0,950.0,20,0,1,3.107359258763075,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636
